epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1577.71,0.26561,0.19465,0.80881,0.99966,1,0.995,0.98538,0.21095,0.14425,0.78985,0.0010991,0.0010991,0.0010991
184,1586.22,0.27448,0.20213,0.82391,0.99966,1,0.995,0.98761,0.18285,0.13865,0.78585,0.00109415,0.00109415,0.00109415
185,1594.81,0.27682,0.20065,0.81218,1,1,0.995,0.99156,0.20504,0.17307,0.79186,0.0010892,0.0010892,0.0010892
186,1603.33,0.26061,0.18969,0.81705,0.99966,1,0.995,0.99204,0.18116,0.12522,0.78509,0.00108425,0.00108425,0.00108425
187,1611.87,0.27481,0.20411,0.81379,0.99966,1,0.995,0.9932,0.18244,0.13487,0.78558,0.0010793,0.0010793,0.0010793
188,1621.6,0.26976,0.19781,0.81636,0.99966,1,0.995,0.98561,0.21917,0.13868,0.7861,0.00107435,0.00107435,0.00107435
189,1631.02,0.26839,0.191,0.81133,1,1,0.995,0.99156,0.18564,0.12826,0.78425,0.0010694,0.0010694,0.0010694
190,1641.82,0.25291,0.18528,0.816,0.99967,1,0.995,0.99277,0.18024,0.1253,0.78647,0.00106445,0.00106445,0.00106445
191,1652.71,0.25299,0.18405,0.80782,0.99966,1,0.995,0.98998,0.18582,0.13015,0.78878,0.0010595,0.0010595,0.0010595
192,1663.65,0.28252,0.20179,0.81941,0.99966,1,0.995,0.99055,0.21378,0.14958,0.78828,0.00105455,0.00105455,0.00105455
193,1674.52,0.27076,0.20097,0.81958,0.99966,1,0.995,0.99266,0.18133,0.13091,0.7864,0.0010496,0.0010496,0.0010496
194,1685.52,0.26666,0.19298,0.81137,0.99966,1,0.995,0.97972,0.23799,0.15333,0.7935,0.00104465,0.00104465,0.00104465
195,1696.42,0.26554,0.18756,0.80743,0.99967,1,0.995,0.989,0.18613,0.11918,0.79003,0.0010397,0.0010397,0.0010397
196,1707.23,0.26066,0.18608,0.81511,0.99966,1,0.995,0.99288,0.18716,0.12706,0.78723,0.00103475,0.00103475,0.00103475
197,1718.02,0.23652,0.17412,0.81083,0.99966,1,0.995,0.99262,0.17308,0.11954,0.78302,0.0010298,0.0010298,0.0010298
198,1728.99,0.2403,0.18007,0.80519,0.99966,1,0.995,0.99273,0.1783,0.12235,0.78375,0.00102485,0.00102485,0.00102485
199,1739.82,0.25358,0.19003,0.81084,0.99966,1,0.995,0.99311,0.19177,0.1423,0.78758,0.0010199,0.0010199,0.0010199
200,1750.64,0.26132,0.19179,0.80633,1,1,0.995,0.99063,0.20476,0.13437,0.78543,0.00101495,0.00101495,0.00101495
201,1761.58,0.25609,0.18883,0.8116,0.99966,1,0.995,0.99251,0.19162,0.12493,0.78815,0.00101,0.00101,0.00101
202,1772.39,0.25365,0.18565,0.81089,1,1,0.995,0.98845,0.18506,0.12905,0.78359,0.00100505,0.00100505,0.00100505
203,1783.3,0.25402,0.18741,0.81318,1,1,0.995,0.99112,0.19587,0.1418,0.78708,0.0010001,0.0010001,0.0010001
204,1794.23,0.2743,0.20123,0.81793,0.99966,1,0.995,0.99046,0.21302,0.14384,0.79028,0.00099515,0.00099515,0.00099515
205,1805.06,0.25844,0.18861,0.81823,0.99966,1,0.995,0.9901,0.17952,0.12544,0.7859,0.0009902,0.0009902,0.0009902
206,1815.94,0.2645,0.18766,0.81894,1,1,0.995,0.99271,0.19171,0.12634,0.78572,0.00098525,0.00098525,0.00098525
207,1826.8,0.26009,0.1876,0.81202,0.99966,1,0.995,0.99259,0.19477,0.12526,0.78578,0.0009803,0.0009803,0.0009803
208,1837.68,0.25842,0.19127,0.81355,0.99966,1,0.995,0.99269,0.19313,0.14051,0.78824,0.00097535,0.00097535,0.00097535
209,1848.57,0.26608,0.18851,0.81113,1,1,0.995,0.98784,0.2089,0.14312,0.78943,0.0009704,0.0009704,0.0009704
210,1859.45,0.26585,0.1885,0.81875,0.99966,1,0.995,0.9881,0.19763,0.15048,0.78469,0.00096545,0.00096545,0.00096545
211,1870.52,0.26671,0.19122,0.81346,0.99966,1,0.995,0.99117,0.1846,0.13706,0.78483,0.0009605,0.0009605,0.0009605
212,1881.39,0.26183,0.18701,0.81605,1,1,0.995,0.99158,0.16844,0.12308,0.78334,0.00095555,0.00095555,0.00095555
213,1892.29,0.24588,0.18219,0.81074,0.99966,1,0.995,0.99191,0.18118,0.12176,0.78343,0.0009506,0.0009506,0.0009506
214,1903.13,0.24768,0.18287,0.81644,0.99967,1,0.995,0.99279,0.17765,0.12936,0.78319,0.00094565,0.00094565,0.00094565
215,1913.98,0.24492,0.17938,0.81357,0.99967,1,0.995,0.98685,0.20469,0.1272,0.78587,0.0009407,0.0009407,0.0009407
216,1924.84,0.24936,0.18229,0.81344,0.99966,1,0.995,0.99042,0.17788,0.11971,0.78351,0.00093575,0.00093575,0.00093575
217,1935.79,0.24389,0.18104,0.81341,1,1,0.995,0.99004,0.19,0.13475,0.78428,0.0009308,0.0009308,0.0009308
218,1946.64,0.25119,0.18283,0.81387,1,1,0.995,0.99054,0.19602,0.13731,0.78444,0.00092585,0.00092585,0.00092585
219,1957.48,0.26022,0.18511,0.81296,0.99966,1,0.995,0.99176,0.17029,0.12768,0.78278,0.0009209,0.0009209,0.0009209
220,1968.34,0.24838,0.18189,0.81015,0.99966,1,0.995,0.99328,0.18593,0.12805,0.78347,0.00091595,0.00091595,0.00091595
221,1979.19,0.24386,0.1809,0.80893,0.99966,1,0.995,0.98964,0.19142,0.14581,0.78579,0.000911,0.000911,0.000911
222,1990.09,0.25331,0.19015,0.80934,0.99967,1,0.995,0.99329,0.18246,0.15009,0.78251,0.00090605,0.00090605,0.00090605
223,1999.89,0.24348,0.17905,0.81769,0.99967,1,0.995,0.99272,0.16908,0.12327,0.78124,0.0009011,0.0009011,0.0009011
224,2008.45,0.2558,0.18636,0.81695,1,1,0.995,0.99098,0.18562,0.12072,0.78348,0.00089615,0.00089615,0.00089615
225,2017.16,0.25739,0.1864,0.80866,1,1,0.995,0.99348,0.17144,0.12454,0.78301,0.0008912,0.0008912,0.0008912
226,2025.88,0.2449,0.18464,0.8158,0.99966,1,0.995,0.99333,0.17316,0.12454,0.78302,0.00088625,0.00088625,0.00088625
227,2034.61,0.25082,0.18408,0.8114,1,1,0.995,0.99226,0.1862,0.13316,0.78231,0.0008813,0.0008813,0.0008813
228,2043.12,0.26043,0.18565,0.81903,0.99966,1,0.995,0.99214,0.17931,0.1245,0.78188,0.00087635,0.00087635,0.00087635
229,2051.63,0.24542,0.17658,0.81175,1,1,0.995,0.98612,0.19062,0.13142,0.7856,0.0008714,0.0008714,0.0008714
230,2060.13,0.24848,0.17374,0.81355,0.99967,1,0.995,0.99224,0.18232,0.1319,0.78213,0.00086645,0.00086645,0.00086645
231,2068.64,0.24318,0.1762,0.80015,0.99967,1,0.995,0.99025,0.18204,0.12826,0.78616,0.0008615,0.0008615,0.0008615
232,2077.25,0.23889,0.17978,0.81242,1,1,0.995,0.99434,0.17477,0.1304,0.78343,0.00085655,0.00085655,0.00085655
233,2085.89,0.2439,0.17585,0.81491,0.99967,1,0.995,0.99263,0.1718,0.12868,0.78118,0.0008516,0.0008516,0.0008516
234,2094.5,0.24564,0.1823,0.81047,0.99966,1,0.995,0.98834,0.18312,0.1337,0.78372,0.00084665,0.00084665,0.00084665
235,2103.03,0.23925,0.17726,0.81256,0.99967,1,0.995,0.99297,0.16197,0.11462,0.78125,0.0008417,0.0008417,0.0008417
236,2111.5,0.23533,0.17018,0.80743,0.99967,1,0.995,0.99404,0.17605,0.12363,0.78423,0.00083675,0.00083675,0.00083675
237,2120,0.24642,0.17977,0.81429,0.99966,1,0.995,0.98982,0.18293,0.12469,0.7867,0.0008318,0.0008318,0.0008318
238,2128.49,0.24997,0.18165,0.80851,1,1,0.995,0.99125,0.203,0.14089,0.78872,0.00082685,0.00082685,0.00082685
239,2137,0.24532,0.17636,0.80171,0.99966,1,0.995,0.99286,0.18202,0.12359,0.78456,0.0008219,0.0008219,0.0008219
240,2145.56,0.24009,0.17538,0.80748,0.99964,1,0.995,0.99068,0.1777,0.12314,0.78273,0.00081695,0.00081695,0.00081695
241,2154.08,0.23145,0.16911,0.81319,1,1,0.995,0.99282,0.17206,0.12026,0.78237,0.000812,0.000812,0.000812
242,2162.66,0.24395,0.17945,0.81556,1,1,0.995,0.99068,0.17566,0.13508,0.78378,0.00080705,0.00080705,0.00080705
243,2171.2,0.24568,0.17632,0.80774,0.99967,1,0.995,0.99353,0.16815,0.11764,0.78114,0.0008021,0.0008021,0.0008021
244,2179.8,0.2452,0.17315,0.81467,0.99967,1,0.995,0.99212,0.19151,0.12299,0.78316,0.00079715,0.00079715,0.00079715
245,2188.38,0.23984,0.17549,0.81396,1,1,0.995,0.99026,0.16841,0.11292,0.78187,0.0007922,0.0007922,0.0007922
246,2196.94,0.23622,0.17578,0.81166,0.99965,1,0.995,0.98209,0.18179,0.1321,0.78453,0.00078725,0.00078725,0.00078725
247,2205.49,0.24723,0.18313,0.81541,0.99966,1,0.995,0.99292,0.16635,0.11743,0.78177,0.0007823,0.0007823,0.0007823
248,2214,0.23624,0.17902,0.81487,1,1,0.995,0.99238,0.16703,0.12854,0.78174,0.00077735,0.00077735,0.00077735
249,2222.51,0.23492,0.17078,0.80697,0.99966,1,0.995,0.99368,0.17566,0.11777,0.78217,0.0007724,0.0007724,0.0007724
250,2231.08,0.25009,0.17734,0.81561,0.99967,1,0.995,0.98993,0.21937,0.14272,0.78303,0.00076745,0.00076745,0.00076745
251,2239.71,0.24845,0.18006,0.81581,0.99966,1,0.995,0.99289,0.17197,0.11995,0.78221,0.0007625,0.0007625,0.0007625
252,2248.33,0.23799,0.16989,0.81479,0.99966,1,0.995,0.99168,0.17129,0.12013,0.78463,0.00075755,0.00075755,0.00075755
253,2256.9,0.22581,0.16687,0.80942,0.99967,1,0.995,0.99382,0.1716,0.11574,0.78277,0.0007526,0.0007526,0.0007526
254,2265.51,0.24031,0.17435,0.80483,1,1,0.995,0.99239,0.19014,0.1248,0.78152,0.00074765,0.00074765,0.00074765
255,2274.09,0.23445,0.1796,0.81206,0.99966,1,0.995,0.99134,0.17736,0.12028,0.78144,0.0007427,0.0007427,0.0007427
256,2282.63,0.24616,0.18222,0.81105,0.99966,1,0.995,0.99017,0.19397,0.12155,0.7838,0.00073775,0.00073775,0.00073775
257,2291.15,0.2347,0.17058,0.80854,1,1,0.995,0.99023,0.18206,0.11697,0.78255,0.0007328,0.0007328,0.0007328
258,2299.69,0.22613,0.16677,0.80905,0.99967,1,0.995,0.99192,0.17607,0.11498,0.78246,0.00072785,0.00072785,0.00072785
259,2308.2,0.22896,0.16399,0.8185,0.99967,1,0.995,0.99358,0.17312,0.11337,0.78163,0.0007229,0.0007229,0.0007229
260,2316.71,0.23424,0.17157,0.81275,0.99967,1,0.995,0.99354,0.18094,0.12391,0.78233,0.00071795,0.00071795,0.00071795
261,2325.23,0.23332,0.17135,0.8104,0.99966,1,0.995,0.99367,0.16393,0.10955,0.78179,0.000713,0.000713,0.000713
262,2333.77,0.23041,0.16774,0.81409,0.99967,1,0.995,0.99212,0.16225,0.11313,0.78042,0.00070805,0.00070805,0.00070805
263,2342.34,0.22505,0.16431,0.81328,0.99966,1,0.995,0.99326,0.16998,0.11189,0.78068,0.0007031,0.0007031,0.0007031
264,2350.93,0.22738,0.16857,0.80216,0.99966,1,0.995,0.99257,0.16669,0.11973,0.78132,0.00069815,0.00069815,0.00069815
265,2359.53,0.22561,0.16821,0.80562,0.99967,1,0.995,0.99356,0.17057,0.12058,0.78036,0.0006932,0.0006932,0.0006932
266,2368.21,0.23179,0.16506,0.81251,0.99966,1,0.995,0.99161,0.17137,0.1202,0.78128,0.00068825,0.00068825,0.00068825
267,2376.98,0.23335,0.16503,0.80287,0.99966,1,0.995,0.99388,0.16455,0.12454,0.77867,0.0006833,0.0006833,0.0006833
268,2385.76,0.22375,0.15788,0.81488,0.99967,1,0.995,0.99483,0.15991,0.11796,0.77993,0.00067835,0.00067835,0.00067835
269,2394.62,0.23219,0.16613,0.81175,0.99966,1,0.995,0.99183,0.17214,0.12117,0.78149,0.0006734,0.0006734,0.0006734
270,2403.18,0.22992,0.16848,0.81204,0.99967,1,0.995,0.99403,0.17895,0.11344,0.7818,0.00066845,0.00066845,0.00066845
271,2411.72,0.23442,0.16709,0.81027,0.99966,1,0.995,0.99305,0.17041,0.11989,0.77993,0.0006635,0.0006635,0.0006635
272,2420.25,0.22985,0.16692,0.81193,0.99966,1,0.995,0.99331,0.16282,0.12618,0.77957,0.00065855,0.00065855,0.00065855
273,2428.87,0.22326,0.16415,0.8115,0.99965,1,0.995,0.9917,0.17159,0.11428,0.78127,0.0006536,0.0006536,0.0006536
274,2437.54,0.23503,0.17168,0.80248,0.99967,1,0.995,0.99293,0.173,0.11494,0.78031,0.00064865,0.00064865,0.00064865
275,2446.24,0.22823,0.16422,0.81416,0.99967,1,0.995,0.99161,0.1607,0.11311,0.78031,0.0006437,0.0006437,0.0006437
276,2454.86,0.22597,0.16475,0.80937,0.99967,1,0.995,0.9942,0.16329,0.11593,0.77967,0.00063875,0.00063875,0.00063875
277,2463.34,0.22313,0.1636,0.80972,0.99966,1,0.995,0.99069,0.16996,0.11954,0.77933,0.0006338,0.0006338,0.0006338
278,2471.83,0.23844,0.16956,0.8107,0.99965,1,0.995,0.9922,0.16627,0.11358,0.78271,0.00062885,0.00062885,0.00062885
279,2480.33,0.22051,0.16015,0.8166,0.99963,1,0.995,0.99245,0.16667,0.1164,0.7831,0.0006239,0.0006239,0.0006239
280,2488.85,0.21795,0.15845,0.80976,0.99967,1,0.995,0.99417,0.16891,0.1125,0.78094,0.00061895,0.00061895,0.00061895
281,2497.36,0.21747,0.15934,0.80789,1,1,0.995,0.99222,0.17166,0.12148,0.78153,0.000614,0.000614,0.000614
282,2505.94,0.23535,0.16772,0.80913,0.99966,1,0.995,0.99379,0.16468,0.11574,0.78008,0.00060905,0.00060905,0.00060905
283,2514.46,0.22397,0.161,0.79866,0.99967,1,0.995,0.99422,0.17462,0.12346,0.78173,0.0006041,0.0006041,0.0006041
284,2523,0.2227,0.16047,0.80444,0.99967,1,0.995,0.99326,0.17691,0.12028,0.78118,0.00059915,0.00059915,0.00059915
285,2531.54,0.22663,0.16364,0.80932,0.99967,1,0.995,0.99381,0.16217,0.11283,0.7816,0.0005942,0.0005942,0.0005942
286,2540.08,0.22906,0.16835,0.80935,0.99966,1,0.995,0.9923,0.1627,0.12174,0.78078,0.00058925,0.00058925,0.00058925
287,2548.62,0.23052,0.16898,0.8096,0.99966,1,0.995,0.9932,0.17261,0.12184,0.78395,0.0005843,0.0005843,0.0005843
288,2557.12,0.2265,0.16591,0.81194,1,1,0.995,0.99117,0.18016,0.12725,0.78365,0.00057935,0.00057935,0.00057935
289,2565.64,0.22007,0.15943,0.80751,1,1,0.995,0.99117,0.17623,0.12897,0.78129,0.0005744,0.0005744,0.0005744
290,2574.13,0.2182,0.15858,0.81381,0.99967,1,0.995,0.99412,0.16691,0.11391,0.78165,0.00056945,0.00056945,0.00056945
291,2582.71,0.22599,0.16612,0.81324,0.99967,1,0.995,0.99068,0.18396,0.11936,0.78347,0.0005645,0.0005645,0.0005645
292,2591.23,0.22366,0.15858,0.80479,0.99967,1,0.995,0.99383,0.17722,0.12447,0.78339,0.00055955,0.00055955,0.00055955
293,2600.11,0.22556,0.16199,0.80624,1,1,0.995,0.99157,0.16739,0.11378,0.78113,0.0005546,0.0005546,0.0005546
294,2608.91,0.21453,0.15823,0.80379,1,1,0.995,0.99371,0.15957,0.1085,0.77898,0.00054965,0.00054965,0.00054965
295,2617.56,0.23119,0.16265,0.81031,1,1,0.995,0.99298,0.15765,0.10751,0.77858,0.0005447,0.0005447,0.0005447
296,2626.24,0.22379,0.15982,0.81227,1,1,0.995,0.99306,0.16277,0.11527,0.7787,0.00053975,0.00053975,0.00053975
297,2634.97,0.22229,0.16283,0.8109,0.99967,1,0.995,0.99353,0.15965,0.1051,0.77905,0.0005348,0.0005348,0.0005348
298,2643.46,0.21501,0.15337,0.80455,0.99967,1,0.995,0.9927,0.15872,0.10278,0.77811,0.00052985,0.00052985,0.00052985
299,2651.97,0.22313,0.15885,0.80832,0.99964,1,0.995,0.9929,0.16252,0.10578,0.77926,0.0005249,0.0005249,0.0005249
300,2660.49,0.22048,0.15715,0.81188,0.99964,1,0.995,0.9897,0.17379,0.11108,0.78045,0.00051995,0.00051995,0.00051995
301,2668.99,0.20933,0.15182,0.81404,0.99966,1,0.995,0.99086,0.16808,0.10606,0.77919,0.000515,0.000515,0.000515
302,2677.52,0.20518,0.15072,0.8059,0.99966,1,0.995,0.99268,0.1711,0.10879,0.77881,0.00051005,0.00051005,0.00051005
303,2686.03,0.21872,0.15828,0.80958,0.99967,1,0.995,0.99266,0.16495,0.10174,0.77876,0.0005051,0.0005051,0.0005051
304,2694.54,0.21495,0.15559,0.80395,0.99967,1,0.995,0.99348,0.16583,0.10431,0.77922,0.00050015,0.00050015,0.00050015
305,2703.14,0.21769,0.15579,0.80825,0.99966,1,0.995,0.99174,0.17421,0.10709,0.77964,0.0004952,0.0004952,0.0004952
306,2711.74,0.21957,0.15009,0.80767,0.99967,1,0.995,0.99075,0.17012,0.10994,0.78001,0.00049025,0.00049025,0.00049025
307,2720.31,0.21233,0.15059,0.80711,0.99967,1,0.995,0.99194,0.16617,0.10715,0.77907,0.0004853,0.0004853,0.0004853
308,2728.98,0.22168,0.15615,0.80425,1,1,0.995,0.99286,0.15751,0.10516,0.77858,0.00048035,0.00048035,0.00048035
309,2737.77,0.21561,0.15195,0.80244,0.99967,1,0.995,0.99366,0.16643,0.10129,0.77973,0.0004754,0.0004754,0.0004754
310,2746.54,0.21771,0.15466,0.80722,0.99966,1,0.995,0.9923,0.16844,0.10472,0.77959,0.00047045,0.00047045,0.00047045
311,2755.43,0.208,0.15219,0.80362,0.99967,1,0.995,0.99268,0.16532,0.10457,0.77986,0.0004655,0.0004655,0.0004655
312,2763.9,0.21167,0.148,0.80725,0.99967,1,0.995,0.99228,0.16666,0.10263,0.78072,0.00046055,0.00046055,0.00046055
313,2772.39,0.21774,0.16159,0.80812,0.99966,1,0.995,0.9901,0.16808,0.11328,0.78146,0.0004556,0.0004556,0.0004556
314,2780.9,0.21232,0.15305,0.80343,0.99964,1,0.995,0.99412,0.16179,0.11191,0.78106,0.00045065,0.00045065,0.00045065
315,2789.47,0.21341,0.15329,0.7977,0.99965,1,0.995,0.99246,0.16855,0.12069,0.78053,0.0004457,0.0004457,0.0004457
316,2798.14,0.21681,0.1534,0.80414,0.99967,1,0.995,0.9907,0.16213,0.11451,0.77846,0.00044075,0.00044075,0.00044075
317,2806.9,0.21948,0.1562,0.80938,0.99966,1,0.995,0.99399,0.16017,0.11112,0.78087,0.0004358,0.0004358,0.0004358
318,2815.61,0.21281,0.15413,0.80589,1,1,0.995,0.99279,0.16667,0.11219,0.78051,0.00043085,0.00043085,0.00043085
319,2824.1,0.21608,0.14864,0.80519,0.99967,1,0.995,0.99329,0.1689,0.10983,0.78075,0.0004259,0.0004259,0.0004259
320,2832.59,0.21889,0.15616,0.80906,0.99966,1,0.995,0.99284,0.16616,0.10694,0.77923,0.00042095,0.00042095,0.00042095
321,2841.08,0.20855,0.15056,0.80434,0.99967,1,0.995,0.99409,0.16255,0.10648,0.77929,0.000416,0.000416,0.000416
322,2849.63,0.21016,0.14851,0.80395,0.99967,1,0.995,0.99418,0.15852,0.10703,0.77959,0.00041105,0.00041105,0.00041105
323,2858.21,0.21,0.15339,0.80332,0.99967,1,0.995,0.99282,0.16092,0.11064,0.77908,0.0004061,0.0004061,0.0004061
324,2866.83,0.21143,0.15208,0.80578,1,1,0.995,0.9924,0.16764,0.10954,0.78015,0.00040115,0.00040115,0.00040115
325,2875.44,0.21336,0.15374,0.80056,1,1,0.995,0.9943,0.15815,0.11486,0.78122,0.0003962,0.0003962,0.0003962
326,2884.06,0.21003,0.15048,0.80037,0.99966,1,0.995,0.99421,0.16317,0.11495,0.78222,0.00039125,0.00039125,0.00039125
327,2892.66,0.21177,0.15067,0.814,0.99967,1,0.995,0.99324,0.15802,0.10745,0.77949,0.0003863,0.0003863,0.0003863
328,2901.22,0.20844,0.14929,0.80437,1,1,0.995,0.99409,0.16133,0.11042,0.77922,0.00038135,0.00038135,0.00038135
329,2909.8,0.20962,0.15182,0.80828,1,1,0.995,0.99105,0.15778,0.10238,0.77892,0.0003764,0.0003764,0.0003764
330,2918.34,0.20839,0.1495,0.80936,1,1,0.995,0.99194,0.15918,0.10025,0.77914,0.00037145,0.00037145,0.00037145
331,2926.86,0.20739,0.14901,0.80343,0.99967,1,0.995,0.99311,0.15889,0.1006,0.77824,0.0003665,0.0003665,0.0003665
332,2935.38,0.20385,0.14611,0.80379,1,1,0.995,0.99298,0.15258,0.10193,0.77796,0.00036155,0.00036155,0.00036155
333,2943.96,0.20263,0.14588,0.80979,1,1,0.995,0.99425,0.16793,0.10428,0.77927,0.0003566,0.0003566,0.0003566
334,2952.46,0.21455,0.15141,0.80507,1,1,0.995,0.99423,0.15987,0.1037,0.77978,0.00035165,0.00035165,0.00035165
335,2961.05,0.20315,0.14858,0.80289,0.99967,1,0.995,0.99428,0.16426,0.10564,0.78029,0.0003467,0.0003467,0.0003467
336,2969.62,0.2094,0.1479,0.80669,1,1,0.995,0.99373,0.1573,0.10423,0.77797,0.00034175,0.00034175,0.00034175
337,2978.21,0.20512,0.14553,0.80818,1,1,0.995,0.99376,0.15784,0.10388,0.77861,0.0003368,0.0003368,0.0003368
338,2986.85,0.21479,0.14942,0.8035,1,1,0.995,0.99147,0.15988,0.10767,0.77861,0.00033185,0.00033185,0.00033185
339,2995.42,0.19899,0.14671,0.80269,1,1,0.995,0.99292,0.15584,0.1032,0.77853,0.0003269,0.0003269,0.0003269
340,3003.9,0.20573,0.14372,0.8006,1,1,0.995,0.99406,0.155,0.09633,0.77831,0.00032195,0.00032195,0.00032195
341,3012.46,0.20243,0.14245,0.80147,1,1,0.995,0.99405,0.15562,0.09906,0.778,0.000317,0.000317,0.000317
342,3021.01,0.19895,0.14092,0.79854,1,1,0.995,0.99257,0.15828,0.10022,0.77815,0.00031205,0.00031205,0.00031205
343,3029.55,0.19965,0.14344,0.8101,1,1,0.995,0.99265,0.16438,0.10309,0.77899,0.0003071,0.0003071,0.0003071
344,3038.08,0.20417,0.14293,0.80512,1,1,0.995,0.99407,0.15806,0.10089,0.77837,0.00030215,0.00030215,0.00030215
345,3046.57,0.19917,0.13975,0.80212,1,1,0.995,0.99323,0.15406,0.09954,0.77849,0.0002972,0.0002972,0.0002972
346,3055.08,0.19192,0.13822,0.80274,1,1,0.995,0.99398,0.15724,0.09922,0.77919,0.00029225,0.00029225,0.00029225
347,3063.69,0.19653,0.13954,0.80174,1,1,0.995,0.99404,0.15323,0.09847,0.77814,0.0002873,0.0002873,0.0002873
348,3072.32,0.2016,0.14399,0.80784,1,1,0.995,0.99145,0.16312,0.10315,0.77871,0.00028235,0.00028235,0.00028235
349,3080.87,0.1963,0.14052,0.80271,1,1,0.995,0.99329,0.16724,0.09821,0.7794,0.0002774,0.0002774,0.0002774
350,3089.54,0.20176,0.14502,0.80668,1,1,0.995,0.99347,0.15176,0.09459,0.77849,0.00027245,0.00027245,0.00027245
351,3098.27,0.20274,0.14295,0.81017,0.99967,1,0.995,0.99349,0.15913,0.09869,0.77719,0.0002675,0.0002675,0.0002675
352,3106.91,0.20577,0.14203,0.80333,0.99967,1,0.995,0.99298,0.15862,0.09876,0.77766,0.00026255,0.00026255,0.00026255
353,3115.75,0.20843,0.14618,0.81127,0.99967,1,0.995,0.99091,0.15399,0.10041,0.77712,0.0002576,0.0002576,0.0002576
354,3124.28,0.19516,0.14416,0.80152,1,1,0.995,0.99327,0.1533,0.09691,0.77721,0.00025265,0.00025265,0.00025265
355,3132.77,0.20116,0.14232,0.80814,1,1,0.995,0.99328,0.15778,0.096,0.77837,0.0002477,0.0002477,0.0002477
356,3141.27,0.18981,0.13859,0.80685,1,1,0.995,0.99295,0.15505,0.0968,0.77755,0.00024275,0.00024275,0.00024275
357,3149.81,0.19953,0.13966,0.80093,0.99967,1,0.995,0.99339,0.15249,0.0927,0.77787,0.0002378,0.0002378,0.0002378
358,3158.49,0.20112,0.13621,0.80897,0.99967,1,0.995,0.9942,0.15269,0.09347,0.77779,0.00023285,0.00023285,0.00023285
359,3167.11,0.195,0.138,0.80473,0.99967,1,0.995,0.99442,0.15486,0.0979,0.7777,0.0002279,0.0002279,0.0002279
360,3175.81,0.19552,0.13797,0.80594,0.99967,1,0.995,0.99448,0.15344,0.09926,0.77784,0.00022295,0.00022295,0.00022295
361,3184.59,0.19947,0.14,0.80943,0.99967,1,0.995,0.9934,0.16134,0.10207,0.77813,0.000218,0.000218,0.000218
362,3193.13,0.19267,0.13676,0.81111,0.99967,1,0.995,0.99432,0.15462,0.09313,0.77781,0.00021305,0.00021305,0.00021305
363,3201.62,0.19466,0.13818,0.80867,0.99967,1,0.995,0.9942,0.16031,0.09836,0.77832,0.0002081,0.0002081,0.0002081
364,3210.16,0.19943,0.13881,0.81011,0.99967,1,0.995,0.9933,0.15543,0.09383,0.77846,0.00020315,0.00020315,0.00020315
365,3218.76,0.19257,0.13495,0.79818,1,1,0.995,0.99407,0.15316,0.09337,0.77856,0.0001982,0.0001982,0.0001982
366,3227.3,0.20079,0.14001,0.81404,1,1,0.995,0.99325,0.14903,0.09562,0.77754,0.00019325,0.00019325,0.00019325
367,3235.91,0.19296,0.13431,0.80786,1,1,0.995,0.99409,0.15179,0.09433,0.7777,0.0001883,0.0001883,0.0001883
368,3244.52,0.18948,0.13321,0.80241,1,1,0.995,0.99417,0.1481,0.09225,0.77718,0.00018335,0.00018335,0.00018335
